Da, Ki_eff_l_div_Pe_l
0.010700689556931762, 0.000007888523218736125
0.028247524380591152, 0.00002037102470824852
0.07127564834438921, 0.00005106866516993995
0.17583204988235493, 0.0001280253988000626
0.45379817511424264, 0.00032095028690044494
1.11948842580385, 0.0007810950087815867
2.889244623100329, 0.0019581479106068893
8.538322392946387, 0.005208806177793952
24.669302064117485, 0.0123063356289312
58.17091329374364, 0.020071281746389075
171.90722018585762, 0.029509175925629617
508.0218046913028, 0.03578063705414734
2523.2529188774733, 0.039108816901449864
6660.846290809161, 0.04028563509429296
