Pe, Sh
0.01000000000000001, 3.628601921024547
0.09931704959660093, 3.628601921024547
0.9863876340573696, 3.681963713980789
2.0255716923246596, 3.7353255069370306
9.796510957314961, 4.0021344717182465
19.77565843672827, 4.162219850586979
39.919994813472655, 4.322305229455711
59.19996208433734, 4.402347918890072
79.21538254060891, 4.48239060832444
98.97732547060923, 4.535752401280682
199.79988692056992, 4.6157950907150465
301.4162529877383, 4.695837780149414
396.47361047857146, 4.749199573105656
495.38228973051116, 4.802561366061898
598.1164049731397, 4.802561366061898
